scientificName,animal,Movement,redlistCategory,populationTrend,Pac_Americas,Cen_Americas,Atl_Americas,Eas_Atlantic,Black_Sea,Eas_Africa,Cen_Asia,Eas_Asia,migratory,EOO,American,AfroPal,Asian,Artificial,Coastal,Forest,Grassland,Savanna,Shrubland,Wetlands,Hemisphere
Accipiter badius,Accipiter_badius,Full Migrant,Least Concern,Stable,0,0,0,1,1,1,1,1,1,66800000,0,1,1,1,0,1,1,1,1,0,5
Accipiter bicolor,Accipiter_bicolor,Full Migrant,Least Concern,Decreasing,1,1,1,0,0,0,0,0,1,30000000,1,0,0,0,0,1,0,1,0,0,5
Accipiter brachyurus,Accipiter_brachyurus,Not a Migrant,Vulnerable,Decreasing,0,0,0,0,0,0,0,1,0,69200,0,0,1,0,0,1,0,0,0,0,3
Accipiter brevipes,Accipiter_brevipes,Full Migrant,Least Concern,Stable,0,0,0,0,1,1,1,0,1,6600000,0,1,1,1,0,1,1,0,1,1,2
Accipiter butleri,Accipiter_butleri,Not a Migrant,Vulnerable,Decreasing,0,0,0,0,0,0,0,1,0,4430,0,0,1,0,0,1,0,0,0,0,3
Accipiter castanilius,Accipiter_castanilius,Not a Migrant,Least Concern,Decreasing,0,0,0,1,1,1,0,0,0,3810000,0,1,0,0,0,1,0,0,0,0,3
Accipiter cirrocephalus,Accipiter_cirrocephalus,Not a Migrant,Least Concern,Stable,0,0,0,0,0,0,0,1,0,14300000,0,0,1,1,0,1,1,1,1,1,3
Accipiter collaris,Accipiter_collaris,Not a Migrant,Near Threatened,Stable,1,1,1,0,0,0,0,0,0,1930000,1,0,0,0,0,1,0,0,0,0,3
Accipiter cooperii,Accipiter_cooperii,Full Migrant,Least Concern,Increasing,1,1,1,0,0,0,0,0,1,11800000,1,0,0,1,0,1,0,0,1,0,5
Accipiter erythrauchen,Accipiter_erythrauchen,Not a Migrant,Near Threatened,Decreasing,0,0,0,0,0,0,0,1,0,240000,0,0,1,1,0,1,0,0,0,0,3
Accipiter erythropus,Accipiter_erythropus,Not a Migrant,Least Concern,Decreasing,0,0,0,1,1,1,0,0,0,6880000,0,1,0,1,0,1,0,1,0,0,3
Accipiter fasciatus,Accipiter_fasciatus,Not a Migrant,Least Concern,Decreasing,0,0,0,0,0,0,0,1,0,20200000,0,0,1,1,0,1,1,1,0,1,3
Accipiter francesiae,Accipiter_francesiae,Not a Migrant,Least Concern,Decreasing,0,0,0,0,1,1,0,0,0,931000,0,1,0,1,0,1,0,1,0,0,3
Accipiter gentilis,Accipiter_gentilis,Full Migrant,Least Concern,Unknown,1,1,1,1,1,1,1,1,1,113000000,1,1,1,1,0,1,1,0,0,0,5
Accipiter griseiceps,Accipiter_griseiceps,Not a Migrant,Least Concern,Decreasing,0,0,0,0,0,0,0,1,0,430000,0,0,1,0,0,1,0,1,0,0,3
Accipiter gularis,Accipiter_gularis,Full Migrant,Least Concern,Stable,0,0,0,0,1,1,1,1,1,11000000,0,1,1,1,0,1,0,0,1,1,5
Accipiter gundlachi,Accipiter_gundlachi,Not a Migrant,Endangered,Decreasing,0,1,1,0,0,0,0,0,0,213000,1,0,0,0,0,1,0,0,0,0,3
Accipiter haplochrous,Accipiter_haplochrous,Not a Migrant,Near Threatened,Decreasing,0,0,0,0,0,0,0,1,0,20800,0,0,1,1,0,1,0,1,1,0,3
Accipiter henicogrammus,Accipiter_henicogrammus,Not a Migrant,Near Threatened,Decreasing,0,0,0,0,0,0,0,1,0,45000,0,0,1,0,0,1,0,0,0,0,3
Accipiter henstii,Accipiter_henstii,Not a Migrant,Near Threatened,Decreasing,0,0,0,0,1,1,0,0,0,673000,0,1,0,1,0,1,0,1,0,0,3
Accipiter hiogaster,Accipiter_novaehollandiae,Not a Migrant,Least Concern,Stable,0,0,0,0,0,0,0,1,0,3720000,0,0,1,0,0,1,0,0,0,0,3
Accipiter imitator,Accipiter_imitator,Not a Migrant,Vulnerable,Decreasing,0,0,0,0,0,0,0,1,0,45100,0,0,1,0,0,1,0,0,0,0,3
Accipiter luteoschistaceus,Accipiter_luteoschistaceus,Not a Migrant,Vulnerable,Decreasing,0,0,0,0,0,0,0,1,0,70700,0,0,1,1,0,1,0,0,0,0,3
Accipiter madagascariensis,Accipiter_madagascariensis,Not a Migrant,Near Threatened,Decreasing,0,0,0,0,1,1,0,0,0,689000,0,1,0,0,0,1,0,0,1,0,3
Accipiter melanochlamys,Accipiter_melanochlamys,Not a Migrant,Least Concern,Stable,0,0,0,0,0,0,0,1,0,489000,0,0,1,1,0,1,0,0,0,0,3
Accipiter melanoleucus,Accipiter_melanoleucus,Not a Migrant,Least Concern,Decreasing,0,0,0,1,1,1,0,0,0,22600000,0,1,0,1,0,1,0,0,1,1,3
Accipiter meyerianus,Accipiter_meyerianus,Not a Migrant,Least Concern,Decreasing,0,0,0,0,0,0,0,1,0,2490000,0,0,1,0,0,1,0,0,0,0,3
Accipiter minullus,Accipiter_minullus,Not a Migrant,Least Concern,Stable,0,0,0,1,1,1,0,0,0,12000000,0,1,0,1,0,1,0,1,1,1,3
Accipiter nanus,Accipiter_nanus,Not a Migrant,Near Threatened,Stable,0,0,0,0,0,0,0,1,0,254000,0,0,1,0,0,1,0,0,0,0,3
Accipiter nisus,Accipiter_nisus,Full Migrant,Least Concern,Stable,1,0,0,1,1,1,1,1,1,54400000,1,1,1,1,0,1,0,1,1,0,5
Accipiter novaehollandiae,Accipiter_novaehollandiae,Not a Migrant,Least Concern,Decreasing,0,0,0,0,0,0,0,1,0,6540000,0,0,1,0,0,1,0,0,0,0,3
Accipiter ovampensis,Accipiter_ovampensis,Nomadic,Least Concern,Increasing,0,0,0,1,1,1,0,0,0,18200000,0,1,0,1,0,0,0,1,1,0,3
Accipiter poliocephalus,Accipiter_poliocephalus,Not a Migrant,Least Concern,Decreasing,0,0,0,0,0,0,0,1,0,1520000,0,0,1,1,0,1,0,0,0,0,3
Accipiter poliogaster,Accipiter_poliogaster,Not a Migrant,Near Threatened,Decreasing,1,1,1,0,0,0,0,0,0,13400000,1,0,0,0,0,1,0,0,0,0,3
Accipiter princeps,Accipiter_princeps,Not a Migrant,Vulnerable,Decreasing,0,0,0,0,0,0,0,1,0,47900,0,0,1,0,0,1,0,0,0,0,3
Accipiter rhodogaster,Accipiter_rhodogaster,Not a Migrant,Least Concern,Decreasing,0,0,0,0,0,0,0,1,0,524000,0,0,1,1,0,1,0,0,0,0,3
Accipiter rufiventris,Accipiter_rufiventris,Not a Migrant,Least Concern,Unknown,0,0,0,1,1,1,0,0,0,8300000,0,1,0,1,0,1,1,0,1,0,3
Accipiter soloensis,Accipiter_soloensis,Full Migrant,Least Concern,Decreasing,0,0,0,0,0,0,1,1,1,4070000,0,0,1,1,0,1,0,0,1,1,4
Accipiter striatus,Accipiter_striatus,Full Migrant,Least Concern,Decreasing,1,1,1,0,0,1,0,1,1,54100000,1,0,1,1,0,1,0,1,1,0,5
Accipiter superciliosus,Accipiter_superciliosus,Not a Migrant,Least Concern,Decreasing,1,1,1,0,0,0,0,0,0,13800000,1,0,0,0,0,1,0,0,0,0,3
Accipiter sylvestris,Accipiter_novaehollandiae,Not a Migrant,Least Concern,Decreasing,0,0,0,0,0,0,0,1,0,78000,0,0,1,0,0,1,0,0,0,0,3
Accipiter tachiro,Accipiter_tachiro,Not a Migrant,Least Concern,Decreasing,0,0,0,1,1,1,0,0,0,8940000,0,1,0,1,0,1,0,0,0,1,3
Accipiter toussenelii,Accipiter_toussenelii,Not a Migrant,Least Concern,Decreasing,0,0,0,1,1,1,0,0,0,11200000,0,1,0,1,0,1,0,0,0,1,3
Accipiter trinotatus,Accipiter_trinotatus,Not a Migrant,Least Concern,Decreasing,0,0,0,0,0,0,0,1,0,419000,0,0,1,0,0,1,0,0,0,0,3
Accipiter trivirgatus,Accipiter_trivirgatus,Not a Migrant,Least Concern,Decreasing,0,0,0,0,0,0,1,1,0,17200000,0,0,1,1,0,1,0,0,0,0,5
Accipiter virgatus,Accipiter_virgatus,Altitudinal Migrant,Least Concern,Decreasing,0,0,0,0,0,1,1,1,0,21200000,0,0,1,1,0,1,0,0,0,0,5
Aceros nipalensis,Aceros_nipalensis,Not a Migrant,Vulnerable,Decreasing,0,0,0,0,0,0,1,1,0,1580000,0,0,1,0,0,1,0,0,0,0,5
Achaetops pycnopygius,Achaetops_pycnopygius,Not a Migrant,Least Concern,Stable,0,0,0,1,0,1,0,0,0,639000,0,1,0,0,0,0,1,0,0,1,3
Acridotheres albocinctus,Acridotheres_albocinctus,Not a Migrant,Least Concern,Unknown,0,0,0,0,0,0,1,1,0,334000,0,0,1,1,0,0,1,0,0,0,3
Acridotheres burmannicus,Sturnus_burmannicus,Not a Migrant,Least Concern,Unknown,0,0,0,0,0,0,1,1,0,420000,0,0,1,1,0,0,1,0,1,0,3
Acridotheres cinereus,Acridotheres_cinereus,Not a Migrant,Vulnerable,Decreasing,0,0,0,0,0,0,0,1,0,219000,0,0,1,1,0,0,0,0,0,0,3
Acridotheres cristatellus,Acridotheres_cristatellus,Not a Migrant,Least Concern,Stable,0,0,0,0,0,0,1,1,0,4410000,0,0,1,1,0,0,1,0,0,0,5
Acridotheres fuscus,Acridotheres_fuscus,Not a Migrant,Least Concern,Decreasing,0,0,0,0,0,1,1,1,0,8230000,0,0,1,1,0,1,0,0,0,0,5
Acridotheres ginginianus,Acridotheres_ginginianus,Not a Migrant,Least Concern,Increasing,0,0,0,0,0,1,1,1,0,3180000,0,0,1,1,0,0,0,0,0,1,5
Acridotheres grandis,Acridotheres_grandis,Not a Migrant,Least Concern,Stable,0,0,0,0,0,0,1,1,0,3430000,0,0,1,1,0,0,1,0,0,1,5
Acridotheres javanicus,Acridotheres_grandis,Not a Migrant,Vulnerable,Decreasing,0,0,0,0,0,0,0,1,0,188000,0,0,1,1,0,0,1,0,0,1,3
Acridotheres leucocephalus,Sturnus_burmannicus,Not a Migrant,Least Concern,Increasing,0,0,0,0,0,0,0,1,0,773000,0,0,1,1,0,0,1,0,1,0,3
Acridotheres melanopterus,Sturnus_melanopterus,Not a Migrant,Critically Endangered,Decreasing,0,0,0,0,0,0,0,1,0,164000,0,0,1,1,0,1,0,1,1,0,3
Acridotheres tristis,Acridotheres_tristis,Not a Migrant,Least Concern,Decreasing,0,0,0,0,0,1,1,1,0,18000000,0,0,1,1,0,1,1,0,0,0,5
Acritillas indica,Iole_indica,Not a Migrant,Least Concern,Decreasing,0,0,0,0,0,0,1,1,0,759000,0,0,1,1,0,1,0,0,0,1,3
Acrobatornis fonsecai,Acrobatornis_fonsecai,Not a Migrant,Vulnerable,Decreasing,0,0,1,0,0,0,0,0,0,13400,1,0,0,1,0,1,0,0,0,0,3
Acrocephalus agricola,Acrocephalus_agricola,Full Migrant,Least Concern,Stable,0,0,0,0,1,1,1,1,1,9650000,0,1,1,1,0,0,0,0,0,1,2
Acrocephalus arundinaceus,Acrocephalus_arundinaceus,Full Migrant,Least Concern,Decreasing,0,0,0,1,1,1,1,1,1,24500000,0,1,1,1,0,0,1,1,1,1,4
Acrocephalus australis,Acrocephalus_australis,Full Migrant,Least Concern,Stable,0,0,0,0,0,0,0,1,1,16460000,0,0,1,1,0,0,0,0,0,1,3
Acrocephalus bistrigiceps,Acrocephalus_bistrigiceps,Full Migrant,Least Concern,Stable,0,0,0,0,0,1,1,1,1,6510000,0,0,1,1,0,0,1,0,0,1,4
Acrocephalus concinens,Acrocephalus_concinens,Full Migrant,Least Concern,Stable,0,0,0,0,0,1,1,1,1,6820000,0,0,1,0,0,0,1,0,0,1,4
Acrocephalus dumetorum,Acrocephalus_dumetorum,Full Migrant,Least Concern,Increasing,0,0,0,1,1,1,1,1,1,10600000,0,1,1,1,0,1,1,0,1,1,2
Acrocephalus gracilirostris,Acrocephalus_gracilirostris,Not a Migrant,Least Concern,Stable,0,0,0,1,1,1,0,0,0,15700000,0,1,0,0,1,0,1,0,1,1,3
Acrocephalus griseldis,Acrocephalus_griseldis,Full Migrant,Endangered,Stable,0,0,0,1,1,1,1,0,1,682000,0,1,1,1,0,0,0,1,1,1,4
Acrocephalus hiwae,Acrocephalus_luscinius,Not a Migrant,Critically Endangered,Decreasing,0,0,0,0,0,0,0,1,0,2550,0,0,1,0,0,1,0,0,1,1,3
Acrocephalus melanopogon,Acrocephalus_melanopogon,Full Migrant,Least Concern,Stable,0,0,0,1,1,1,1,0,1,13600000,0,1,1,0,0,0,0,0,0,1,5
Acrocephalus newtoni,Acrocephalus_newtoni,Not a Migrant,Least Concern,Stable,0,0,0,0,1,1,0,0,0,689000,0,1,0,0,0,1,0,0,0,1,3
Acrocephalus orientalis,Acrocephalus_arundinaceus,Full Migrant,Least Concern,Decreasing,0,0,0,0,0,1,1,1,1,8170000,0,0,1,1,0,0,1,1,1,1,4
Acrocephalus orinus,Acrocephalus_orinus,Full Migrant,Data Deficient,Unknown,0,0,0,0,0,1,1,1,1,46100,0,0,1,0,0,1,1,0,1,1,2
Acrocephalus paludicola,Acrocephalus_paludicola,Full Migrant,Vulnerable,Decreasing,0,0,0,1,1,0,0,0,1,580000,0,1,0,1,0,0,0,0,0,1,2
Acrocephalus palustris,Acrocephalus_palustris,Full Migrant,Least Concern,Unknown,0,0,0,1,1,1,1,0,1,9290000,0,1,1,1,0,1,1,0,1,1,2
Acrocephalus rufescens,Acrocephalus_rufescens,Not a Migrant,Least Concern,Stable,0,0,0,1,1,1,0,0,0,12300000,0,1,0,1,0,0,0,0,0,1,3
Acrocephalus schoenobaenus,Acrocephalus_schoenobaenus,Full Migrant,Least Concern,Stable,0,0,0,1,1,1,1,1,1,20100000,0,1,1,1,0,0,1,1,0,1,2
Acrocephalus scirpaceus,Acrocephalus_scirpaceus,Full Migrant,Least Concern,Stable,0,0,0,1,1,1,1,1,1,64300000,0,1,1,0,0,0,1,1,1,1,5
Acrocephalus sorghophilus,Acrocephalus_sorghophilus,Full Migrant,Endangered,Decreasing,0,0,0,0,0,0,0,1,1,Unknown,0,0,1,0,0,0,0,0,0,1,NA
Acrocephalus stentoreus,Acrocephalus_stentoreus,Full Migrant,Least Concern,Stable,0,0,0,0,1,1,1,1,1,38000000,0,1,1,0,0,1,1,0,1,1,5
Acrocephalus syrinx,Acrocephalus_syrinx,Not a Migrant,Least Concern,Stable,0,0,0,0,0,0,0,1,0,294000,0,0,1,1,0,1,1,0,0,0,3
Acrocephalus tangorum,Acrocephalus_tangorum,Full Migrant,Vulnerable,Decreasing,0,0,0,0,0,1,0,1,1,757000,0,0,1,0,0,0,1,0,0,1,2
Acropternis orthonyx,Acropternis_orthonyx,Not a Migrant,Least Concern,Stable,1,1,1,0,0,0,0,0,0,551000,1,0,0,0,0,1,0,0,0,0,3
Acryllium vulturinum,Acryllium_vulturinum,Not a Migrant,Least Concern,Stable,0,0,0,0,1,1,0,0,0,1500000,0,1,0,0,0,1,1,1,1,0,3
Actenoides bougainvillei,Actenoides_bougainvillei,Not a Migrant,Endangered,Decreasing,0,0,0,0,0,0,0,1,0,37000,0,0,1,0,0,1,0,0,0,0,3
Actenoides capucinus,Actenoides_monachus,Not a Migrant,Near Threatened,Decreasing,0,0,0,0,0,0,0,1,0,141000,0,0,1,0,0,1,0,0,0,0,3
Actenoides concretus,Actenoides_concretus,Not a Migrant,Near Threatened,Decreasing,0,0,0,0,0,0,0,1,0,3800000,0,0,1,0,0,1,0,0,0,0,3
Actenoides hombroni,Actenoides_hombroni,Not a Migrant,Vulnerable,Decreasing,0,0,0,0,0,0,0,1,0,140000,0,0,1,0,0,1,0,0,0,0,3
Actenoides lindsayi,Actenoides_lindsayi,Not a Migrant,Least Concern,Decreasing,0,0,0,0,0,0,0,1,0,314000,0,0,1,0,0,1,0,0,0,0,3
Actenoides monachus,Actenoides_monachus,Not a Migrant,Near Threatened,Decreasing,0,0,0,0,0,0,0,1,0,217000,0,0,1,0,0,1,0,0,0,0,3
Actenoides princeps,Actenoides_princeps,Not a Migrant,Near Threatened,Decreasing,0,0,0,0,0,0,0,1,0,280000,0,0,1,0,0,1,0,0,0,0,3
Actinodura egertoni,Actinodura_egertoni,Not a Migrant,Least Concern,Decreasing,0,0,0,0,0,0,1,1,0,960000,0,0,1,0,0,1,0,0,1,0,5
Actinodura radcliffei,Actinodura_ramsayi,Not a Migrant,Least Concern,Decreasing,0,0,0,0,0,0,0,1,0,656000,0,0,1,0,0,1,1,0,1,0,5
Actinodura ramsayi,Actinodura_ramsayi,Not a Migrant,Least Concern,Decreasing,0,0,0,0,0,0,0,1,0,58400,0,0,1,0,0,1,1,0,1,0,3
Actinodura sodangorum,Actinodura_sodangorum,Not a Migrant,Near Threatened,Stable,0,0,0,0,0,0,0,1,0,17400,0,0,1,1,0,1,1,0,1,0,3
Actitis hypoleucos,Actitis_hypoleucos,Full Migrant,Least Concern,Stable,1,0,0,1,1,1,1,1,1,47200000,1,1,1,1,0,1,1,0,0,1,5
Actitis macularius,Actitis_macularius,Full Migrant,Least Concern,Stable,1,1,1,0,0,1,0,1,1,23400000,1,0,1,1,1,0,0,0,0,1,2
Actophilornis africanus,Actophilornis_africanus,Nomadic,Least Concern,Stable,0,0,0,1,1,1,0,0,0,24400000,0,1,0,1,1,0,1,0,0,1,3
Actophilornis albinucha,Actophilornis_albinucha,Not a Migrant,Near Threatened,Decreasing,0,0,0,0,1,1,0,0,0,415000,0,1,0,1,0,0,0,0,0,1,3
Adelomyia melanogenys,Adelomyia_melanogenys,Not a Migrant,Least Concern,Decreasing,1,1,1,0,0,0,0,0,0,4450000,1,0,0,0,0,1,0,0,0,0,3
Aechmophorus clarkii,Aechmophorus_clarkii,Full Migrant,Least Concern,Decreasing,1,1,0,0,0,0,0,0,1,6220000,1,0,0,0,0,0,0,0,0,1,5
Aechmophorus occidentalis,Aechmophorus_occidentalis,Full Migrant,Least Concern,Stable,1,1,0,0,0,0,0,0,1,8380000,1,0,0,1,1,0,0,0,0,1,5
Aegithalos annamensis,Aegithalos_concinnus,Not a Migrant,Least Concern,Stable,0,0,0,0,0,0,0,1,0,109000,0,0,1,1,0,1,0,0,1,0,3
Aegithalos bonvaloti,Aegithalos_iouschistos,Altitudinal Migrant,Least Concern,Decreasing,0,0,0,0,0,0,1,1,0,728000,0,0,1,0,0,1,0,0,1,0,5
Aegithalos caudatus,Aegithalos_caudatus,Not a Migrant,Least Concern,Stable,0,0,0,1,1,1,1,1,0,44600000,0,1,1,1,0,1,0,0,1,1,1
Aegithalos concinnus,Aegithalos_concinnus,Not a Migrant,Least Concern,Decreasing,0,0,0,0,0,0,1,1,0,4080000,0,0,1,1,0,1,0,0,1,0,5
Aegithalos fuliginosus,Aegithalos_fuliginosus,Not a Migrant,Least Concern,Stable,0,0,0,0,0,0,1,1,0,531000,0,0,1,0,0,1,0,0,1,0,1
Aegithalos glaucogularis,Aegithalos_caudatus,Not a Migrant,Least Concern,Stable,0,0,0,0,0,0,1,1,0,2950000,0,0,1,1,0,1,0,0,1,1,5
Aegithalos iouschistos,Aegithalos_iouschistos,Altitudinal Migrant,Least Concern,Stable,0,0,0,0,0,0,1,1,0,282000,0,0,1,0,0,1,0,0,1,0,5
Aegithalos iredalei,Aegithalos_concinnus,Not a Migrant,Least Concern,Stable,0,0,0,0,0,1,1,1,0,925000,0,0,1,1,0,1,0,0,1,0,5
Aegithalos leucogenys,Aegithalos_leucogenys,Altitudinal Migrant,Least Concern,Decreasing,0,0,0,0,0,1,1,0,0,338000,0,0,1,1,0,1,0,0,1,0,5
Aegithalos niveogularis,Aegithalos_niveogularis,Not a Migrant,Least Concern,Decreasing,0,0,0,0,0,1,1,0,0,323000,0,0,1,0,0,1,0,0,1,0,5
Aegithina lafresnayei,Aegithina_lafresnayei,Not a Migrant,Least Concern,Decreasing,0,0,0,0,0,0,1,1,0,2710000,0,0,1,0,0,1,0,0,0,0,3
Aegithina nigrolutea,Aegithina_nigrolutea,Not a Migrant,Least Concern,Unknown,0,0,0,0,0,0,1,1,0,2370000,0,0,1,1,0,0,0,0,1,0,3
Aegithina tiphia,Aegithina_tiphia,Not a Migrant,Least Concern,Unknown,0,0,0,0,0,0,1,1,0,14900000,0,0,1,1,0,1,0,0,0,0,5
Aegithina viridissima,Aegithina_viridissima,Not a Migrant,Near Threatened,Decreasing,0,0,0,0,0,0,0,1,0,3740000,0,0,1,0,0,1,0,0,0,0,3
Aegolius acadicus,Aegolius_acadicus,Full Migrant,Least Concern,Increasing,1,1,1,0,0,1,0,1,1,18700000,1,0,1,1,0,1,0,0,0,0,5
Aegolius funereus,Aegolius_funereus,Nomadic,Least Concern,Stable,1,1,1,1,1,1,1,1,0,73800000,1,1,1,0,0,1,0,0,0,0,1
Aegolius harrisii,Aegolius_harrisii,Not a Migrant,Least Concern,Decreasing,1,1,1,0,0,0,0,0,0,12700000,1,0,0,1,0,1,0,1,1,0,3
Aegolius ridgwayi,Aegolius_ridgwayi,Not a Migrant,Least Concern,Decreasing,1,1,1,0,0,0,0,0,0,187000,1,0,0,0,0,1,0,0,0,0,3
Aegotheles affinis,Aegotheles_bennettii,Not a Migrant,Data Deficient,Decreasing,0,0,0,0,0,0,0,1,0,100,0,0,1,0,0,1,0,0,0,0,3
Aegotheles albertisi,Aegotheles_albertisi,Not a Migrant,Least Concern,Decreasing,0,0,0,0,0,0,0,1,0,631000,0,0,1,1,0,1,0,1,0,0,3
Aegotheles archboldi,Aegotheles_archboldi,Not a Migrant,Least Concern,Decreasing,0,0,0,0,0,0,0,1,0,83900,0,0,1,0,0,1,0,0,0,0,3
Aegotheles bennettii,Aegotheles_bennettii,Not a Migrant,Least Concern,Decreasing,0,0,0,0,0,0,0,1,0,661000,0,0,1,0,0,1,0,0,0,0,3
Aegotheles crinifrons,Aegotheles_crinifrons,Not a Migrant,Least Concern,Decreasing,0,0,0,0,0,0,0,1,0,50500,0,0,1,1,0,1,0,0,0,0,3
Aegotheles cristatus,Aegotheles_cristatus,Not a Migrant,Least Concern,Stable,0,0,0,0,0,0,0,1,0,12100000,0,0,1,0,0,1,0,1,0,1,3
Aegotheles insignis,Aegotheles_insignis,Not a Migrant,Least Concern,Decreasing,0,0,0,0,0,0,0,1,0,637000,0,0,1,0,0,1,0,0,0,0,3
Aegotheles savesi,Aegotheles_savesi,Not a Migrant,Critically Endangered,Unknown,0,0,0,0,0,0,0,1,0,12,0,0,1,0,0,1,0,0,0,0,3
Aegotheles tatei,Aegotheles_tatei,Not a Migrant,Data Deficient,Decreasing,0,0,0,0,0,0,0,1,0,53600,0,0,1,0,0,1,0,0,0,0,3
Aegotheles wallacii,Aegotheles_wallacii,Not a Migrant,Least Concern,Decreasing,0,0,0,0,0,0,0,1,0,595000,0,0,1,0,0,1,0,0,0,0,3
Aegypius monachus,Aegypius_monachus,Full Migrant,Near Threatened,Decreasing,0,0,0,1,1,1,1,1,1,22400000,0,1,1,0,0,1,1,0,1,0,5
Aepypodius arfakianus,Aepypodius_arfakianus,Not a Migrant,Least Concern,Decreasing,0,0,0,0,0,0,0,1,0,685000,0,0,1,0,0,1,0,0,0,0,3
Aepypodius bruijnii,Aepypodius_bruijnii,Not a Migrant,Endangered,Decreasing,0,0,0,0,0,0,0,1,0,784,0,0,1,0,0,1,0,0,0,0,3
Aerodramus bartschi,Collocalia_bartschi,Not a Migrant,Endangered,Decreasing,0,0,0,0,0,0,0,1,0,4400,0,0,1,1,0,1,0,0,0,0,3
Aerodramus brevirostris,Collocalia_brevirostris,Full Migrant,Least Concern,Stable,0,0,0,0,0,0,1,1,1,3630000,0,0,1,1,0,1,0,0,0,0,5
Aerodramus fuciphagus,Collocalia_fuciphaga,Not a Migrant,Least Concern,Decreasing,0,0,0,0,0,0,0,1,0,8910000,0,0,1,1,1,1,0,0,1,0,3
Aerodramus hirundinaceus,Collocalia_hirundinacea,Not a Migrant,Least Concern,Stable,0,0,0,0,0,0,0,1,0,957000,0,0,1,0,0,1,0,0,0,0,3
Aerodramus infuscatus,Collocalia_infuscata,Not a Migrant,Least Concern,Decreasing,0,0,0,0,0,0,0,1,0,931000,0,0,1,0,0,1,0,0,0,0,3
Aerodramus maximus,Collocalia_maxima,Not a Migrant,Least Concern,Decreasing,0,0,0,0,0,0,0,1,0,4580000,0,0,1,0,0,1,0,0,0,0,3
Aerodramus mearnsi,Collocalia_mearnsi,Not a Migrant,Least Concern,Stable,0,0,0,0,0,0,0,1,0,856000,0,0,1,0,0,1,0,0,0,0,3
Aerodramus nuditarsus,Collocalia_nuditarsus,Not a Migrant,Least Concern,Decreasing,0,0,0,0,0,0,0,1,0,398000,0,0,1,0,0,1,0,0,0,0,3
Aerodramus orientalis,Collocalia_orientalis,Not a Migrant,Data Deficient,Unknown,0,0,0,0,0,0,0,1,0,8800-114000,0,0,1,0,0,1,0,0,0,0,3
Aerodramus papuensis,Collocalia_papuensis,Not a Migrant,Data Deficient,Unknown,0,0,0,0,0,0,0,1,0,300000,0,0,1,0,0,1,0,0,0,1,3
Aerodramus pelewensis,Collocalia_pelewensis,Not a Migrant,Least Concern,Stable,0,0,0,0,0,0,0,1,0,1700,0,0,1,0,0,1,0,0,0,0,3
Aerodramus salangana,Collocalia_salangana,Not a Migrant,Least Concern,Decreasing,0,0,0,0,0,0,0,1,0,2890000,0,0,1,0,0,1,0,0,0,0,3
Aerodramus spodiopygius,Collocalia_spodiopygia,Not a Migrant,Least Concern,Stable,0,0,0,0,0,0,0,1,0,5430000,0,0,1,0,0,1,0,0,0,0,3
Aerodramus terraereginae,Collocalia_terraereginae,Not a Migrant,Least Concern,Stable,0,0,0,0,0,0,0,1,0,223000,0,0,1,0,0,1,0,1,0,0,3
Aerodramus unicolor,Collocalia_unicolor,Not a Migrant,Least Concern,Decreasing,0,0,0,0,0,0,1,1,0,434000,0,0,1,0,0,1,0,0,1,0,3
Aerodramus vanikorensis,Collocalia_vanikorensis,Not a Migrant,Least Concern,Stable,0,0,0,0,0,0,0,1,0,11200000,0,0,1,0,0,1,0,0,0,0,3
Aerodramus vulcanorum,Collocalia_vulcanorum,Not a Migrant,Near Threatened,Stable,0,0,0,0,0,0,0,1,0,17700,0,0,1,0,0,1,0,0,0,0,3
Aerodramus whiteheadi,Collocalia_whiteheadi,Not a Migrant,Data Deficient,Decreasing,0,0,0,0,0,0,0,1,0,170000,0,0,1,0,0,1,0,0,0,0,3
Aeronautes andecolus,Aeronautes_andecolus,Not a Migrant,Least Concern,Stable,1,1,1,0,0,0,0,0,0,2400000,1,0,0,0,0,0,0,0,1,0,3
Aeronautes montivagus,Aeronautes_montivagus,Not a Migrant,Least Concern,Decreasing,1,1,1,0,0,0,0,0,0,5550000,1,0,0,1,0,1,0,0,0,0,3
Aeronautes saxatalis,Aeronautes_saxatalis,Full Migrant,Least Concern,Decreasing,1,1,1,0,0,0,0,0,1,6580000,1,0,0,1,0,1,1,0,1,0,5
Aethopyga bella,Aethopyga_bella,Not a Migrant,Least Concern,Stable,0,0,0,0,0,0,0,1,0,877000,0,0,1,0,0,1,0,0,1,0,3
Aethopyga boltoni,Aethopyga_boltoni,Not a Migrant,Near Threatened,Stable,0,0,0,0,0,0,0,1,0,31600,0,0,1,0,0,1,0,0,1,0,3
Aethopyga christinae,Aethopyga_christinae,Not a Migrant,Least Concern,Decreasing,0,0,0,0,0,0,0,1,0,38600,0,0,1,0,0,1,0,0,0,0,3
Aethopyga duyvenbodei,Aethopyga_duyvenbodei,Not a Migrant,Endangered,Decreasing,0,0,0,0,0,0,0,1,0,700,0,0,1,1,0,1,0,0,1,0,3
Aethopyga eximia,Aethopyga_eximia,Not a Migrant,Least Concern,Decreasing,0,0,0,0,0,0,0,1,0,50300,0,0,1,0,0,1,0,0,1,0,3
