animal,decline,migratory,American,AfroPal,Asian,Artificial,Coastal,Forest,Grassland,Savanna,Shrubland,Wetlands,Hemisphere,EOO
Muscicapa_ussheri,0,0,0,1,0,1,0,1,0,1,1,0,2,799000
Bradypterus_alfredi,1,0,0,1,0,0,0,1,0,0,1,0,2,1210000
Bradypterus_baboecala,0,0,0,1,0,0,0,0,0,0,0,1,2,9950000
Bradypterus_bangwaensis,0,0,0,1,0,0,0,1,0,0,1,0,2,6900
Bradypterus_barratti,0,0,0,1,0,0,0,1,0,0,0,0,2,556000
Dromaeocercus_brunneus,1,0,0,1,0,0,0,1,0,0,0,0,2,225000
Bradypterus_carpalis,1,0,0,1,0,0,0,0,0,0,0,1,2,809000
Bradypterus_baboecala,0,0,0,1,0,0,0,0,0,0,0,1,2,9950000
Bradypterus_cinnamomeus,0,0,0,1,0,0,0,1,0,0,1,0,2,2980000
Bradypterus_grandis,1,0,0,1,0,0,0,0,0,0,0,1,2,103000
Bradypterus_graueri,1,0,0,1,0,0,0,0,0,0,0,1,2,53300
Bradypterus_lopezi,1,0,0,1,0,0,0,1,0,0,1,0,2,5810000
Bradypterus_sylvaticus,1,0,0,1,0,1,0,1,0,0,1,0,2,123000
Branta_canadensis,0,1,1,1,1,1,0,0,1,0,0,1,1,23300000
Branta_leucopsis,0,1,0,1,1,1,0,0,1,0,0,0,1,5700000
Branta_ruficollis,1,1,0,1,1,1,1,0,1,0,0,1,1,1140000
Brotogeris_chiriri,1,0,1,0,0,1,0,1,0,1,0,0,2,5670000
Brotogeris_chrysoptera,1,0,1,0,0,1,0,1,0,1,0,0,2,3840000
Brotogeris_cyanoptera,0,0,1,0,0,1,0,1,0,1,0,0,2,3090000
Brotogeris_jugularis,0,0,1,0,0,1,0,1,0,1,0,0,2,2090000
Brotogeris_pyrrhoptera,1,1,1,0,0,1,0,1,0,0,1,0,2,68500
Brotogeris_sanctithomae,0,0,1,0,0,1,0,1,0,0,0,1,2,3870000
Brotogeris_tirica,0,0,1,0,0,1,0,1,0,0,0,0,2,1010000
Brotogeris_versicolurus,0,0,1,0,0,1,0,1,0,0,0,0,2,2730000
Bubalornis_albirostris,0,0,0,1,0,1,0,0,0,1,1,0,2,8500000
Bubalornis_niger,0,0,0,1,0,0,0,0,0,1,1,0,2,9760000
Bubo_africanus,0,0,0,1,1,0,0,1,1,1,1,0,3,18700000
Bubo_ascalaphus,0,0,0,1,1,1,0,0,0,1,1,1,3,14800000
Bubo_bengalensis,0,0,0,0,1,1,0,1,0,0,1,0,3,4920000
Ketupa_blakistoni,1,0,0,0,1,0,0,1,0,0,0,1,1,5220000
Bubo_bubo,1,0,0,1,1,1,0,1,1,0,1,0,3,51400000
Bubo_capensis,0,0,0,1,0,1,0,1,1,1,1,0,2,8460000
Bubo_cinerascens,0,0,0,1,0,0,0,0,1,1,1,0,3,12600000
Bubo_coromandus,1,0,0,0,1,1,0,1,0,0,0,1,3,9250000
Bubo_lacteus,0,0,0,1,0,1,0,1,1,1,1,0,2,25500000
Bubo_leucostictus,1,0,0,1,0,0,0,1,0,0,0,1,2,5220000
Bubo_magellanicus,0,0,1,0,0,1,0,1,0,0,1,0,2,5630000
Bubo_nipalensis,1,0,0,0,1,0,0,1,0,0,0,0,3,8530000
Bubo_philippensis,1,0,0,0,1,0,0,1,0,0,0,0,2,631000
Bubo_poensis,1,0,0,1,0,1,0,1,0,0,0,0,2,7670000
Bubo_scandiaca,1,1,1,1,1,1,0,0,1,0,0,1,1,38100000
Bubo_shelleyi,1,0,0,1,0,0,0,1,0,0,0,0,2,3450000
Bubo_sumatranus,0,0,0,0,1,1,0,1,0,0,0,0,2,4270000
Bubo_virginianus,0,1,1,0,1,1,0,1,0,1,1,0,3,65900000
Bubulcus_ibis,0,1,1,1,1,1,0,0,1,0,0,1,3,1.00E+08
Bucanetes_githagineus,0,0,0,1,1,0,0,0,1,0,0,0,3,24400000
Eremopsaltria_mongolicus,0,0,0,1,1,0,0,0,1,0,0,0,3,9850000
Buccanodon_duchaillui,1,0,0,1,0,1,0,1,0,0,0,0,2,5940000
Bucco_capensis,1,0,1,0,0,0,0,1,0,0,1,1,2,6080000
Bucephala_albeola,0,1,1,0,1,0,1,1,0,0,0,1,3,1.10E+07
Bucephala_clangula,0,1,1,1,1,0,0,1,0,0,0,1,3,46900000
Bucephala_islandica,0,1,1,1,1,0,1,1,0,0,0,1,1,16900000
Buceros_bicornis,1,0,0,0,1,0,0,1,0,0,0,0,3,10300000
Buceros_hydrocorax,1,0,0,0,1,0,0,1,0,0,0,0,2,197000
Buceros_hydrocorax,1,0,0,0,1,0,0,1,0,0,0,0,2,197000
Buceros_rhinoceros,1,0,0,0,1,0,0,1,0,0,0,0,2,3370000
Bucorvus_abyssinicus,1,0,0,1,0,0,0,1,1,1,1,0,2,8880000
Bucorvus_cafer,1,0,0,1,0,1,0,1,1,1,1,1,2,7140000
Buettikoferella_bivittata,0,0,0,0,1,1,0,1,0,0,1,0,2,37700
Grus_carunculatus,1,0,0,1,0,1,0,0,1,0,0,1,2,7270000
Buphagus_africanus,1,0,0,1,0,0,0,1,0,1,0,1,3,19400000
Buphagus_erythrorhynchus,1,0,0,1,0,1,0,0,0,1,1,1,2,8930000
Burhinus_bistriatus,0,0,1,0,0,1,0,0,1,1,1,0,2,5570000
Burhinus_capensis,0,0,0,1,1,1,0,0,1,1,1,0,3,27900000
Burhinus_grallarius,1,0,0,0,1,1,0,1,1,0,1,0,2,9350000
Burhinus_oedicnemus,1,1,0,0,1,1,0,0,1,0,1,0,3,8230000
Burhinus_oedicnemus,1,1,0,1,1,1,0,0,1,0,1,0,3,8230000
Busarellus_nigricollis,1,0,1,0,0,1,0,1,0,0,0,1,2,21300000
Butastur_indicus,1,1,0,0,1,1,0,1,0,0,0,1,3,3280000
Butastur_liventer,1,0,0,0,1,1,0,0,0,1,1,1,2,6620000
Butastur_rufipennis,1,1,0,1,0,1,0,1,1,1,1,1,3,10600000
Butastur_teesa,0,0,0,0,1,1,0,0,1,1,1,0,3,8330000
Buteo_albonotatus,0,1,1,0,0,1,0,1,0,0,1,0,3,25200000
Buteo_augur,0,0,0,1,0,0,0,1,0,1,1,0,2,9950000
Buteo_auguralis,0,1,0,1,0,1,0,1,0,1,0,0,3,11300000
Buteo_brachypterus,0,0,0,1,0,1,0,1,0,1,1,0,2,689000
Buteo_brachyurus,0,0,1,0,0,0,0,1,0,1,0,0,3,26200000
Buteo_hemilasius,0,1,0,0,1,1,0,0,1,0,0,0,3,7990000
Buteo_jamaicensis,0,1,1,0,1,1,0,1,1,0,1,0,3,30900000
Buteo_lagopus,0,1,1,1,1,1,0,1,1,0,1,1,3,41600000
Buteo_lineatus,0,1,1,0,0,1,0,1,0,0,0,0,3,9590000
Buteo_oreophilus,1,0,0,1,0,0,0,1,0,0,0,0,2,2280000
Buteo_platypterus,0,1,1,0,0,1,0,1,0,0,0,0,3,1.40E+07
Buteo_regalis,0,1,1,0,0,1,0,0,1,0,1,0,3,3320000
Buteo_ridgwayi,1,0,1,0,0,0,0,1,0,0,0,0,2,570
Buteo_rufinus,0,1,0,1,1,1,0,1,1,0,1,0,3,30200000
Buteo_rufofuscus,0,0,0,1,0,1,0,1,1,1,1,0,2,2250000
Buteo_swainsoni,0,1,1,0,0,1,0,0,1,1,1,0,3,6760000
Buteo_oreophilus,0,1,0,1,0,1,0,1,1,0,0,0,2,2280000
Buteo_ventralis,0,0,1,0,0,0,0,1,1,0,1,0,2,1070000
Buteogallus_aequinoctialis,1,0,1,0,0,0,0,1,0,1,0,0,2,5440000
Buteogallus_anthracinus,1,1,1,0,0,0,1,1,0,0,0,0,3,10200000
Harpyhaliaetus_coronatus,1,0,1,0,0,1,0,1,1,1,1,0,2,6590000
Buteogallus_gundlachii,1,0,1,0,0,0,0,1,0,1,0,1,2,224000
Leucopternis_lacernulatus,1,0,1,0,0,0,0,1,0,1,0,0,2,1040000
Buteogallus_meridionalis,0,1,1,0,0,1,0,1,1,1,0,1,2,1.90E+07
Leucopternis_schistaceus,1,0,1,0,0,0,0,1,1,0,0,0,2,6100000
Harpyhaliaetus_solitarius,1,0,1,0,0,0,0,1,0,0,0,0,3,13500000
Buteogallus_urubitinga,0,0,1,0,0,1,0,1,0,1,1,0,3,22100000
Buthraupis_montana,0,0,1,0,0,0,0,1,0,0,0,0,2,2630000
Butorides_striata,1,1,1,1,1,0,0,1,0,0,0,1,3,1.00E+08
Bycanistes_albotibialis,1,0,0,1,0,0,0,1,0,0,0,0,2,3170000
Bycanistes_brevis,1,0,0,1,0,0,0,1,0,1,0,0,2,2420000
Bycanistes_bucinator,1,0,0,1,0,0,0,1,0,1,0,0,2,6520000
Bycanistes_cylindricus,1,0,0,1,0,0,0,1,0,0,0,0,2,556000
Bycanistes_fistulator,1,0,0,1,0,1,0,1,0,0,0,0,2,1880000
Bycanistes_fistulator,1,0,0,1,0,1,0,1,0,0,0,0,2,1880000
Cacatua_alba,1,0,0,0,1,1,0,1,0,0,0,0,2,51700
Cacatua_ducorpsii,1,0,0,0,1,0,0,1,0,0,0,0,2,158000
Cacatua_galerita,1,0,0,0,1,1,0,1,0,0,0,0,2,10800000
Cacatua_goffiniana,1,0,0,0,1,1,0,1,0,0,0,0,2,9200
Cacatua_haematuropygia,1,0,0,0,1,0,0,1,0,0,0,0,2,734000
Cacatua_leadbeateri,0,0,0,0,1,0,0,1,0,0,1,0,2,5070000
Cacatua_moluccensis,1,0,0,0,1,0,0,1,0,0,0,0,2,33800
Cacatua_ophthalmica,1,0,0,0,1,0,0,1,0,0,0,0,2,63800
Cacatua_pastinator,0,0,0,0,1,1,0,0,1,0,1,0,2,258000
Cacatua_sanguinea,0,0,0,0,1,1,0,0,1,1,1,0,2,9590000
Cacatua_sulphurea,1,0,0,0,1,1,0,1,0,0,1,0,2,1360000
Cacatua_tenuirostris,0,0,0,0,1,0,0,1,1,0,0,0,2,567000
Cacicus_chrysonotus,0,0,1,0,0,0,0,1,0,0,0,0,2,207000
Cacicus_chrysopterus,0,1,1,0,0,0,0,1,0,0,0,0,2,2980000
Cacicus_haemorrhous,1,0,1,0,0,0,0,1,0,0,0,0,2,12500000
Cacicus_koepckeae,1,0,1,0,0,0,0,1,0,0,0,0,2,76500
Ocyalus_latirostris,1,0,1,0,0,0,0,1,0,0,0,0,2,512000
Cacicus_leucoramphus,0,0,1,0,0,0,0,1,0,0,0,0,2,1140000
Cacicus_microrhynchus,0,0,1,0,0,1,0,1,0,0,0,0,2,421000
Clypicterus_oseryi,0,0,1,0,0,0,0,1,0,0,0,0,2,998000
Cacicus_microrhynchus,0,0,1,0,0,1,0,1,0,0,0,0,2,421000
Cacicus_sclateri,0,0,1,0,0,1,0,1,0,0,0,0,2,323000
Cacicus_solitarius,0,1,1,0,0,0,0,1,0,0,0,0,2,12900000
Cacicus_uropygialis,0,0,1,0,0,0,0,1,0,0,0,0,2,1350000
Cacomantis_heinrichi,1,0,0,0,1,0,0,1,0,0,0,0,2,217000
Cacomantis_castaneiventris,0,0,0,0,1,0,0,1,0,0,0,0,2,2120000
Cacomantis_flabelliformis,0,1,0,0,1,0,0,1,0,0,1,0,2,19200000
Cacomantis_merulinus,0,1,0,0,1,1,0,1,1,0,1,0,3,12900000
Cacomantis_passerinus,0,1,0,0,1,1,0,1,1,0,1,0,3,3270000
Cacomantis_sonneratii,0,1,0,0,1,1,0,1,0,0,1,0,3,14800000
Cacomantis_variolosus,0,0,0,0,1,1,0,1,0,0,1,0,2,24900000
Cairina_moschata,1,0,1,0,0,0,0,1,0,0,0,1,3,22200000
Calamanthus_campestris,1,0,0,0,1,0,0,0,0,1,1,0,2,3210000
Hylacola_cauta,1,0,0,0,1,0,0,0,0,1,1,0,2,2110000
Calamanthus_fuliginosus,1,0,0,0,1,1,1,1,0,0,1,1,2,646000
Calamanthus_campestris,1,0,0,0,1,0,0,0,0,1,1,0,2,3210000
Hylacola_pyrrhopygia,1,0,0,0,1,0,0,1,0,0,1,0,2,1330000
Camaroptera_fasciolata,0,0,0,1,0,0,0,0,0,1,1,0,2,1850000
Camaroptera_simplex,0,0,0,1,0,0,0,0,0,1,1,0,2,2210000
Camaroptera_simplex,0,0,0,1,0,0,0,0,0,1,1,0,2,2210000
Camaroptera_undosa,0,0,0,1,0,0,0,0,0,1,1,0,2,3740000
Chloropeta_gracilirostris,1,0,0,1,0,0,0,0,0,0,0,1,2,7100
Chloropeta_gracilirostris,1,0,0,1,0,0,0,0,0,0,0,1,2,7100
Calamospiza_melanocorys,1,1,1,0,0,1,0,0,1,0,1,0,3,2010000
Calandrella_cinerea,0,1,0,1,0,1,1,0,1,0,0,0,2,10600000
Calcarius_lapponicus,0,1,1,1,1,1,0,0,1,0,0,1,1,38900000
Calcarius_ornatus,1,1,1,0,0,0,0,0,1,0,1,0,1,1150000
Calcarius_pictus,0,1,1,0,1,1,0,0,1,0,1,1,1,3560000
Mirafra_africanoides,0,0,0,1,0,0,0,0,0,1,1,0,2,3060000
Certhilauda_albescens,1,0,0,1,0,0,0,0,1,0,1,0,2,380000
Mirafra_alopex,0,0,0,1,0,0,0,0,1,1,1,0,2,1760000
Certhilauda_burra,1,0,0,1,0,0,0,0,1,0,1,0,2,77200
Mirafra_poecilosterna,1,0,0,1,0,0,0,0,0,1,1,0,2,954000
Mirafra_sabota,0,0,0,1,0,0,0,0,1,1,1,0,2,4010000
Gorsachius_leuconotus,1,1,0,1,0,0,0,1,0,0,0,1,2,20900000
Calicalicus_rufocarpalis,0,0,0,1,0,0,0,0,0,0,1,0,2,16700
Calidris_acuminata,0,1,1,0,1,0,1,0,1,0,0,1,3,667000
Calidris_alpina,1,1,1,1,1,1,1,0,0,0,0,1,3,3960000
Calidris_bairdii,0,1,1,1,1,1,1,0,1,0,0,1,3,7460000
Calidris_canutus,1,1,1,1,1,0,0,0,1,0,0,1,3,17800000
Limicola_falcinellus,1,1,1,1,1,1,1,0,0,0,0,1,3,199000
Calidris_ferruginea,1,1,1,1,1,1,1,0,1,0,0,1,3,3050000
Calidris_fuscicollis,1,1,1,1,1,0,1,0,1,0,0,1,3,4010000
Calidris_himantopus,0,1,1,0,1,1,0,1,1,0,0,1,3,3050000
Calidris_maritima,1,1,1,1,1,0,0,0,1,0,0,1,1,13600000
Calidris_mauri,1,1,1,0,1,0,1,0,1,0,0,0,3,947000
Calidris_melanotos,0,1,1,1,1,1,1,0,1,0,0,1,3,14500000
Calidris_minuta,0,1,0,1,1,1,1,0,1,0,0,1,3,4750000
Calidris_minutilla,1,1,1,1,1,0,1,1,1,0,1,1,3,16100000
Calidris_ptilocnemis,1,1,1,0,1,0,0,0,1,0,0,1,1,4120000
Philomachus_pugnax,1,1,1,1,1,1,1,1,1,0,1,1,3,38500000
Calidris_pusilla,1,1,1,1,1,0,1,0,1,0,0,1,3,9670000
Eurynorhynchus_pygmeus,1,1,1,0,1,0,0,0,1,0,0,0,3,355000
Calidris_ruficollis,1,1,1,1,1,0,1,0,1,0,0,0,3,3360000
Tryngites_subruficollis,1,1,1,1,1,0,0,0,1,0,0,0,3,2470000
Calidris_tenuirostris,1,1,1,0,1,0,1,0,1,0,0,0,3,331000
Aphriza_virgata,1,1,1,0,1,0,0,0,1,0,0,0,3,1550000
Caliechthrus_leucolophus,0,0,0,0,1,0,0,1,0,0,0,0,2,954000
Lichenostomus_chrysops,1,1,0,0,1,1,0,1,0,1,1,0,2,2890000
Lichenostomus_obscurus,1,0,0,0,1,1,0,1,0,0,0,0,2,673000
Lichenostomus_subfrenatus,0,0,0,0,1,0,0,1,0,0,1,0,2,517000
Callacanthis_burtoni,0,0,0,0,1,0,0,1,0,0,1,0,3,596000
Callaeas_cinereus,0,0,0,0,1,0,0,1,0,0,1,0,2,11400
Luscinia_calliope,0,1,1,1,1,1,0,1,0,0,1,1,3,21500000
Luscinia_obscura,1,1,0,0,1,0,0,1,0,0,0,0,3,184000
Luscinia_pectardens,1,1,0,0,1,0,0,1,0,0,1,1,3,1250000
Luscinia_pectoralis,0,1,0,0,1,1,0,0,1,0,1,0,3,5740000
Luscinia_pectoralis,0,1,0,0,1,1,0,0,1,0,1,0,3,5740000
Callipepla_californica,0,0,1,0,0,1,0,1,1,0,1,0,3,2790000
Callipepla_douglasii,0,0,1,0,0,1,0,1,0,0,1,0,3,174000
Callipepla_gambelii,0,0,1,0,0,1,0,0,0,0,1,0,3,1340000
Callipepla_squamata,1,0,1,0,0,0,0,0,1,0,1,0,3,1800000
Calliphlox_amethystina,1,1,1,0,0,1,0,1,0,1,1,0,2,13600000
Calliphlox_bryantae,0,0,1,0,0,1,0,1,0,0,1,0,2,33100
Calliphlox_mitchellii,0,0,1,0,0,1,0,1,0,0,0,0,2,296000
Callocephalon_fimbriatum,0,0,0,0,1,1,0,1,0,0,0,0,2,496000
Callonetta_leucophrys,0,1,1,0,0,0,0,1,0,0,0,1,2,2270000
Calochaetes_coccineus,1,0,1,0,0,0,0,1,0,0,0,0,2,6.00E+05
Caloenas_nicobarica,1,0,0,0,1,0,0,1,0,0,1,0,2,16200000
Caloperdix_oculeus,1,0,0,0,1,0,0,1,0,0,1,0,2,3410000
Calorhamphus_fuliginosus,1,0,0,0,1,1,0,1,0,0,0,0,2,965000
Calorhamphus_fuliginosus,1,0,0,0,1,1,0,1,0,0,0,0,2,965000
Calothorax_lucifer,0,1,1,0,0,1,0,1,1,0,1,0,3,925000
Calothorax_pulcher,0,0,1,0,0,0,0,1,0,0,1,0,2,57900
Calypte_anna,0,1,1,0,1,1,0,1,0,1,1,0,1,1580000
Calypte_costae,0,1,1,0,0,1,0,0,1,1,1,0,3,1170000
Calyptocichla_serina,0,0,0,1,0,1,0,1,0,0,0,0,2,4370000
Calyptomena_hosii,1,0,0,0,1,0,0,1,0,0,0,0,2,506000
Calyptomena_viridis,1,0,0,0,1,1,0,1,0,0,0,0,2,4240000
Calyptomena_whiteheadi,1,0,0,0,1,0,0,1,0,0,0,0,2,214000
Calyptophilus_frugivorus,1,0,1,0,0,0,0,1,0,0,1,0,2,18300
Calyptophilus_tertius,1,0,1,0,0,0,0,1,0,0,1,0,2,15100
Calyptorhynchus_banksii,1,1,0,0,1,1,0,1,0,0,1,0,2,8680000
Calyptorhynchus_lathami,1,0,0,0,1,0,0,1,0,0,0,0,2,1470000
Calyptura_cristata,1,0,1,0,0,0,0,1,0,0,0,0,2,3
Camaroptera_superciliaris,0,0,0,1,0,1,0,1,0,0,1,0,2,6320000
Campephaga_flava,0,0,0,1,0,1,0,1,0,1,1,0,2,10100000
Campephaga_petiti,1,0,0,1,0,1,0,1,0,0,0,0,2,3090000
Campephaga_phoenicea,0,1,0,1,0,1,0,1,0,1,0,0,2,8260000
Campephaga_quiscalina,1,0,0,1,0,1,0,1,0,0,0,0,2,9560000
Campephilus_gayaquilensis,1,0,1,0,0,0,0,1,0,0,0,0,2,225000
Campephilus_guatemalensis,1,0,1,0,0,1,0,1,0,0,0,0,3,2740000
Campephilus_haematogaster,1,0,1,0,0,0,0,1,0,0,0,0,2,1420000
Campephilus_leucopogon,0,0,1,0,0,1,0,1,0,1,0,0,2,1750000
Campephilus_magellanicus,1,0,1,0,0,0,0,1,0,0,0,0,2,891000
Campephilus_melanoleucos,1,0,1,0,0,1,0,1,0,1,0,1,2,13300000
Campephilus_pollens,1,0,1,0,0,0,0,1,0,0,0,0,2,963000
Campephilus_robustus,0,0,1,0,0,0,0,1,0,0,0,0,2,2070000
Campephilus_rubricollis,1,0,1,0,0,0,0,1,0,1,0,0,2,7810000
Campephilus_haematogaster,1,0,1,0,0,0,0,1,0,0,0,0,2,1420000
Campethera_abingoni,0,0,0,1,0,1,0,1,1,1,1,0,2,16300000
Campethera_bennettii,0,0,0,1,0,0,0,0,0,1,1,0,2,5340000
Campethera_cailliautii,0,0,0,1,0,1,0,1,0,1,1,0,2,6360000
Campethera_caroli,1,0,0,1,0,1,0,1,1,0,1,0,2,7590000
Campethera_maculosa,0,0,0,1,0,1,0,1,0,1,1,0,2,8070000
Campethera_mombassica,1,0,0,1,0,0,0,1,0,1,0,0,2,110000
Campethera_nivosa,0,0,0,1,0,1,0,1,1,1,1,0,2,8660000
Campethera_notata,0,0,0,1,0,1,0,1,1,1,1,0,2,179000
Campethera_nubica,0,0,0,1,0,0,0,0,0,1,1,0,3,5370000
Campethera_punctuligera,0,0,0,1,0,0,0,1,0,1,0,0,2,6180000
Campethera_scriptoricauda,0,0,0,1,0,0,0,0,0,1,1,0,2,870000
Campethera_tullbergi,0,0,0,1,0,0,0,1,0,0,0,0,2,733000
Campethera_tullbergi,0,0,0,1,0,0,0,1,0,0,0,0,2,733000
Oenanthe_bifasciata,0,0,0,1,0,0,0,0,1,0,0,0,2,412000
Campochaera_sloetii,0,0,0,0,1,0,0,1,0,0,0,0,2,544000
Camptostoma_imberbe,0,0,1,0,0,1,0,1,0,1,1,1,3,3100000
Camptostoma_obsoletum,0,1,1,0,0,1,0,1,0,0,1,1,2,17900000
Campylopterus_curvipennis,1,0,1,0,0,1,0,1,0,0,0,0,3,867000
Campylopterus_ensipennis,1,0,1,0,0,1,0,1,0,0,0,0,2,13400
Campylopterus_hyperythrus,0,0,1,0,0,0,0,1,0,0,1,0,2,44500
Campylopterus_largipennis,0,0,1,0,0,1,0,1,0,0,1,0,2,9420000
Campylopterus_phainopeplus,1,0,1,0,0,1,0,1,1,0,0,0,2,2900
Campylopterus_villaviscensio,1,0,1,0,0,0,0,1,0,0,0,0,2,163000
Campylorhamphus_falcularius,1,0,1,0,0,0,0,1,0,1,0,0,2,1690000
Campylorhamphus_procurvoides,1,0,1,0,0,0,0,1,0,0,0,0,2,432000
Campylorhamphus_procurvoides,1,0,1,0,0,0,0,1,0,0,0,0,2,432000
Campylorhamphus_procurvoides,1,0,1,0,0,0,0,1,0,0,0,0,2,432000
Campylorhamphus_pusillus,1,0,1,0,0,0,0,1,0,0,0,0,2,1640000
Campylorhamphus_trochilirostris,0,0,1,0,0,1,0,1,0,1,1,0,2,15300000
Campylorhynchus_albobrunneus,0,0,1,0,0,1,0,1,0,0,0,0,2,270000
Campylorhynchus_brunneicapillus,1,0,1,0,0,0,0,0,0,0,1,0,3,2840000
Campylorhynchus_rufinucha,0,0,1,0,0,0,0,1,0,0,1,0,2,375000
Campylorhynchus_chiapensis,0,0,1,0,0,1,0,1,0,0,1,0,2,7600
Campylorhynchus_fasciatus,0,0,1,0,0,1,0,1,0,0,1,0,2,338000
Campylorhynchus_griseus,0,0,1,0,0,1,0,1,0,0,1,0,2,1990000
Campylorhynchus_gularis,0,0,1,0,0,0,0,1,0,0,1,0,3,605000
Campylorhynchus_rufinucha,0,0,1,0,0,0,0,1,0,0,1,0,2,375000
Campylorhynchus_jocosus,0,0,1,0,0,0,0,1,0,0,1,0,2,103000
Campylorhynchus_megalopterus,0,0,1,0,0,0,0,1,0,0,0,0,3,175000
Campylorhynchus_nuchalis,0,0,1,0,0,1,0,1,0,1,1,0,2,730000
Campylorhynchus_rufinucha,0,0,1,0,0,0,0,1,0,0,1,0,2,375000
Campylorhynchus_turdinus,1,0,1,0,0,1,0,1,0,1,0,0,2,9430000
Campylorhynchus_yucatanicus,0,0,1,0,0,0,0,0,0,0,1,0,2,14800
Campylorhynchus_zonatus,0,0,1,0,0,0,0,1,0,0,1,0,2,2550000
Canirallus_oculeus,1,0,0,1,0,0,0,1,0,0,0,1,2,4220000
Thryothorus_griseus,1,0,1,0,0,0,0,1,0,0,0,0,2,127000
Thryothorus_guarayanus,1,0,1,0,0,1,0,1,0,0,1,0,2,823000
Thryothorus_leucotis,1,0,1,0,0,1,0,1,0,0,0,0,2,11200000
Capito_auratus,1,0,1,0,0,1,0,1,0,0,0,0,2,3830000
Capito_aurovirens,0,0,1,0,0,0,0,1,0,0,0,0,2,1420000
Capito_brunneipectus,1,0,1,0,0,0,0,1,0,0,0,0,2,110000
Capito_dayi,1,0,1,0,0,1,0,1,0,0,0,0,2,1250000
Capito_wallacei,0,0,1,0,0,0,0,1,0,0,0,0,2,680
Capito_hypoleucus,1,0,1,0,0,1,0,1,0,0,0,0,2,12000
Capito_maculicoronatus,1,0,1,0,0,0,0,1,0,0,0,0,2,287000
Capito_niger,0,0,1,0,0,1,0,1,0,1,0,0,2,1250000
Capito_quinticolor,1,0,1,0,0,0,0,1,0,0,0,0,2,61200
Capito_squamatus,1,0,1,0,0,1,0,1,0,0,0,0,2,85900
Capito_wallacei,0,0,1,0,0,0,0,1,0,0,0,0,2,680
Caprimulgus_aegyptius,1,1,0,1,1,1,0,0,1,0,1,0,3,13500000
Caprimulgus_affinis,0,0,0,0,1,1,0,1,1,1,1,1,3,20100000
Caprimulgus_macrurus,0,0,0,0,1,0,0,1,0,1,1,0,2,59100
Caprimulgus_asiaticus,0,0,0,0,1,1,0,1,0,0,1,0,3,8210000
Caprimulgus_atripennis,0,0,0,0,1,1,0,1,0,0,0,0,2,1410000
Caprimulgus_batesi,1,0,0,1,0,1,0,1,0,0,0,0,2,2090000
Caprimulgus_celebensis,1,0,0,0,1,0,0,1,0,0,1,0,2,372000
Caprimulgus_clarus,0,0,0,1,0,0,0,1,1,1,1,0,2,2280000
Caprimulgus_climacurus,0,1,0,1,0,1,0,1,0,1,1,0,3,9770000
Caprimulgus_concretus,1,0,0,0,1,0,0,1,0,0,0,0,2,2740000
Caprimulgus_donaldsoni,0,0,0,1,0,0,0,0,0,1,1,0,2,1460000
Caprimulgus_europaeus,1,1,0,1,1,0,0,1,1,0,1,0,3,33200000
Caprimulgus_eximius,0,0,0,1,0,0,0,0,1,0,1,0,3,3930000
Caprimulgus_fossii,0,1,0,1,0,0,0,0,1,1,0,1,2,7430000
Caprimulgus_fraenatus,0,0,0,1,0,1,0,0,1,1,1,0,2,1800000
Caprimulgus_indicus,0,1,0,0,1,1,0,1,0,1,1,0,2,3090000
Caprimulgus_inornatus,0,1,0,1,0,0,0,0,1,1,1,0,3,8600000
Caprimulgus_indicus,0,1,0,0,1,1,0,1,0,0,1,0,3,3090000
Macrodipteryx_longipennis,0,1,0,1,0,1,0,0,1,1,1,0,2,5340000
Caprimulgus_macrurus,0,0,0,0,1,1,0,1,1,1,1,1,3,59100
Caprimulgus_madagascariensis,0,0,0,1,0,1,0,1,0,1,1,0,2,854000
Caprimulgus_mahrattensis,0,1,0,0,1,1,1,1,1,0,1,0,3,1550000
Caprimulgus_manillensis,0,0,0,0,1,1,0,1,0,0,1,0,2,654000
Caprimulgus_meesi,0,0,0,0,1,1,0,0,1,1,1,0,2,91800
Caprimulgus_natalensis,1,0,0,1,0,0,1,1,1,1,0,1,2,16200000
Caprimulgus_nubicus,1,0,0,1,0,0,0,0,1,1,1,1,3,4890000
Caprimulgus_pectoralis,0,0,0,1,0,1,0,1,1,1,1,0,2,18400000
Caprimulgus_indicus,0,0,0,0,1,0,0,1,0,0,0,0,2,3090000
Caprimulgus_poliocephalus,0,0,0,1,0,1,0,1,1,0,1,0,2,5390000
Caprimulgus_prigoginei,1,0,0,1,0,0,0,1,0,0,0,0,2,2300
Caprimulgus_pulchellus,1,0,0,0,1,0,0,1,0,0,0,0,2,262000
Caprimulgus_ruficollis,1,1,0,1,0,1,0,1,0,0,1,0,3,1910000
Caprimulgus_rufigena,0,1,0,1,0,1,0,0,0,1,1,1,2,3490000
Caprimulgus_stellatus,0,0,0,1,0,0,0,0,0,0,1,0,2,586000
Caprimulgus_tristigma,0,0,0,1,0,1,0,0,1,1,1,0,2,20700000
Macrodipteryx_vexillarius,0,1,0,1,0,1,0,0,0,1,1,1,2,4260000
Capsiempis_flaveola,0,0,1,0,0,1,0,1,0,0,1,1,2,14500000
Caracara_cheriway,0,0,1,0,0,1,0,0,1,0,1,1,3,16100000
