"","scientificName","orderName","familyName","genusName","Movement","redlistCategory","populationTrend","decline","threatend","habitatNotes","breedArtif","breedCoast","breedDesert","breedForest","breedGrass","breedInter","breedNerit","breedRock","breedSavan","breedShrub","breedUbiqu","breedUnkno","breedWetla","nonbArtif","nonbCoast","nonbDesert","nonbForest","nonbGrass","nonbInter","nonbNerit","nonbRock","nonbSavan","nonbShrub","nonbUbiqu","nonbUnkno","nonbWetla","HabNum","Pac_Americas","Cen_Americas","Atl_Americas","Eas_Atlantic","Black_Sea","Eas_Africa","Cen_Asia","Eas_Asia","Breed_Hemisphere","Nonbreed_Hemisphere","migratory"
"9182","Meiglyptes jugularis","PICIFORMES","PICIDAE","Meiglyptes","Not a Migrant","Least Concern","Stable",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,0,0,1,1,2,2,0
"9183","Meiglyptes tristis","PICIFORMES","PICIDAE","Meiglyptes","Not a Migrant","Endangered","Decreasing",1,1,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,2,2,0
"9184","Meiglyptes tukki","PICIFORMES","PICIDAE","Meiglyptes","Not a Migrant","Near Threatened","Decreasing",1,1,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,2,0
"9185","Melanerpes aurifrons","PICIFORMES","PICIDAE","Melanerpes","Not a Migrant","Least Concern","Stable",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,1,1,0,0,0,0,0,3,3,0
"9186","Melanerpes cactorum","PICIFORMES","PICIDAE","Melanerpes","Not a Migrant","Least Concern","Decreasing",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,1,1,0,0,0,0,0,2,2,0
"9187","Melanerpes candidus","PICIFORMES","PICIDAE","Melanerpes","Not a Migrant","Least Concern","Increasing",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,1,1,0,0,0,0,0,2,2,0
"9188","Melanerpes carolinus","PICIFORMES","PICIDAE","Melanerpes","Not a Migrant","Least Concern","Increasing",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,1,1,0,0,0,0,0,3,3,0
"9189","Melanerpes chrysauchen","PICIFORMES","PICIDAE","Melanerpes","Not a Migrant","Least Concern","Stable",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,0,0,0,0,0,0,2,2,0
"9190","Melanerpes chrysogenys","PICIFORMES","PICIDAE","Melanerpes","Not a Migrant","Least Concern","Stable",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,0,0,0,0,0,0,2,2,0
"9191","Melanerpes cruentatus","PICIFORMES","PICIDAE","Melanerpes","Not a Migrant","Least Concern","Stable",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,0,0,0,0,0,2,2,0
"9192","Melanerpes erythrocephalus","PICIFORMES","PICIDAE","Melanerpes","Full Migrant","Least Concern","Decreasing",1,0,NA,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,4,1,1,1,0,0,0,0,0,3,3,1
"9193","Melanerpes flavifrons","PICIFORMES","PICIDAE","Melanerpes","Not a Migrant","Least Concern","Unknown",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,1,1,0,0,0,0,0,2,2,0
"9194","Melanerpes formicivorus","PICIFORMES","PICIDAE","Melanerpes","Not a Migrant","Least Concern","Increasing",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1,0,0,0,0,0,3,3,0
"9195","Melanerpes herminieri","PICIFORMES","PICIDAE","Melanerpes","Not a Migrant","Least Concern","Increasing",0,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,2,2,0
"9196","Melanerpes hoffmannii","PICIFORMES","PICIDAE","Melanerpes","Not a Migrant","Least Concern","Increasing",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,0,0,0,0,0,2,2,0
"9197","Melanerpes hypopolius","PICIFORMES","PICIDAE","Melanerpes","Not a Migrant","Least Concern","Stable",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,1,0,0,0,0,0,0,2,2,0
"9198","Melanerpes lewis","PICIFORMES","PICIDAE","Melanerpes","Full Migrant","Least Concern","Decreasing",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,0,0,0,0,0,0,1,1,1
"9199","Melanerpes portoricensis","PICIFORMES","PICIDAE","Melanerpes","Not a Migrant","Least Concern","Stable",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,1,0,0,0,0,0,2,2,0
"9200","Melanerpes pucherani","PICIFORMES","PICIDAE","Melanerpes","Not a Migrant","Least Concern","Decreasing",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,0,0,0,0,0,2,2,0
"9201","Melanerpes pulcher","PICIFORMES","PICIDAE","Melanerpes","Not a Migrant","Least Concern","Stable",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,0,0,0,0,0,2,2,0
"9202","Melanerpes pygmaeus","PICIFORMES","PICIDAE","Melanerpes","Not a Migrant","Least Concern","Decreasing",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1,0,0,0,0,0,2,2,0
"9203","Melanerpes radiolatus","PICIFORMES","PICIDAE","Melanerpes","Not a Migrant","Least Concern","Decreasing",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,1,1,0,0,0,0,0,2,2,0
"9204","Melanerpes rubricapillus","PICIFORMES","PICIDAE","Melanerpes","Not a Migrant","Least Concern","Increasing",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1,0,0,0,0,0,2,2,0
"9205","Melanerpes striatus","PICIFORMES","PICIDAE","Melanerpes","Not a Migrant","Least Concern","Decreasing",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,1,0,0,0,0,0,2,2,0
"9206","Melanerpes superciliaris","PICIFORMES","PICIDAE","Melanerpes","Not a Migrant","Least Concern","Decreasing",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,1,1,0,0,0,0,0,2,2,0
"9207","Melanerpes uropygialis","PICIFORMES","PICIDAE","Melanerpes","Not a Migrant","Least Concern","Stable",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,0,0,0,0,0,0,3,3,0
"9208","Melanitta americana","ANSERIFORMES","ANATIDAE","Melanitta","Full Migrant","Near Threatened","Decreasing",1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,1,1,1,1,3,1
"9209","Melanitta deglandi","ANSERIFORMES","ANATIDAE","Melanitta","Full Migrant","Least Concern","Decreasing",1,0,NA,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4,1,1,1,0,0,1,0,1,1,1,1
"9210","Melanitta fusca","ANSERIFORMES","ANATIDAE","Melanitta","Full Migrant","Vulnerable","Decreasing",1,1,NA,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,1,1,1,1,1,1,1,1
"9211","Melanitta nigra","ANSERIFORMES","ANATIDAE","Melanitta","Full Migrant","Least Concern","Unknown",1,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,1,1,1,1,1,1,1,1
"9212","Melanitta perspicillata","ANSERIFORMES","ANATIDAE","Melanitta","Full Migrant","Least Concern","Decreasing",1,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,1,1,0,0,1,0,1,1,3,1
"9213","Melanitta stejnegeri","ANSERIFORMES","ANATIDAE","Melanitta","Full Migrant","Least Concern","Decreasing",1,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4,1,0,0,1,1,1,1,1,1,3,1
"9214","Melanoperdix niger","GALLIFORMES","PHASIANIDAE","Melanoperdix","Not a Migrant","Vulnerable","Decreasing",1,1,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,2,0
"9215","Meleagris gallopavo","GALLIFORMES","PHASIANIDAE","Meleagris","Not a Migrant","Least Concern","Increasing",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,1,1,0,0,0,0,0,3,3,0
"9216","Meleagris ocellata","GALLIFORMES","PHASIANIDAE","Meleagris","Not a Migrant","Near Threatened","Decreasing",1,1,NA,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,5,1,1,1,0,0,0,0,0,2,2,0
"9217","Melichneutes robustus","PICIFORMES","INDICATORIDAE","Melichneutes","Not a Migrant","Least Concern","Decreasing",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,1,1,1,0,0,2,2,0
"9218","Melidora macrorrhina","CORACIIFORMES","ALCEDINIDAE","Melidora","Not a Migrant","Least Concern","Stable",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0,0,0,0,1,2,2,0
"9219","Melierax canorus","ACCIPITRIFORMES","ACCIPITRIDAE","Melierax","Not a Migrant","Least Concern","Stable",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,1,1,1,0,0,2,2,0
"9220","Melierax metabates","ACCIPITRIFORMES","ACCIPITRIDAE","Melierax","Not a Migrant","Least Concern","Stable",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,1,1,1,0,0,3,3,0
"9221","Melierax poliopterus","ACCIPITRIFORMES","ACCIPITRIDAE","Melierax","Not a Migrant","Least Concern","Stable",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0,1,1,0,0,2,2,0
"9222","Melignomon eisentrauti","PICIFORMES","INDICATORIDAE","Melignomon","Not a Migrant","Near Threatened","Decreasing",1,1,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,1,0,0,2,2,0
"9223","Melignomon zenkeri","PICIFORMES","INDICATORIDAE","Melignomon","Not a Migrant","Least Concern","Unknown",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,1,1,1,0,0,2,2,0
"9224","Mellisuga helenae","CAPRIMULGIFORMES","TROCHILIDAE","Mellisuga","Not a Migrant","Near Threatened","Decreasing",1,1,NA,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,0,1,1,0,0,0,0,0,2,2,0
"9225","Mellisuga minima","CAPRIMULGIFORMES","TROCHILIDAE","Mellisuga","Not a Migrant","Least Concern","Stable",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,1,1,0,0,0,0,0,2,2,0
"9226","Melopsittacus undulatus","PSITTACIFORMES","PSITTACIDAE","Melopsittacus","Nomadic","Least Concern","Increasing",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,0,0,0,0,0,0,1,2,2,0
"9227","Mentocrex beankaensis","GRUIFORMES","RALLIDAE","Mentocrex","Not a Migrant","Near Threatened","Decreasing",1,1,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,2,2,0
"9228","Mentocrex kioloides","GRUIFORMES","RALLIDAE","Mentocrex","Not a Migrant","Least Concern","Decreasing",1,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,1,0,0,2,2,0
"9229","Merganetta armata","ANSERIFORMES","ANATIDAE","Merganetta","Not a Migrant","Least Concern","Decreasing",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,0,0,0,0,0,2,2,0
"9230","Mergellus albellus","ANSERIFORMES","ANATIDAE","Mergellus","Full Migrant","Least Concern","Decreasing",1,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,4,1,0,0,1,1,1,1,1,1,3,1
"9231","Mergus australis","ANSERIFORMES","ANATIDAE","Mergus","Not a Migrant","Extinct","",0,0,NA,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"9232","Mergus merganser","ANSERIFORMES","ANATIDAE","Mergus","Full Migrant","Least Concern","Unknown",1,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,1,1,1,1,1,1,1,3,1
"9233","Mergus octosetaceus","ANSERIFORMES","ANATIDAE","Mergus","Not a Migrant","Critically Endangered","Decreasing",1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,2,2,0
"9234","Mergus serrator","ANSERIFORMES","ANATIDAE","Mergus","Full Migrant","Least Concern","Stable",0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,3,1,1,1,1,1,1,1,1,1,3,1
"9235","Mergus squamatus","ANSERIFORMES","ANATIDAE","Mergus","Full Migrant","Endangered","Decreasing",1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,1,1,3,1
"9236","Meropogon forsteni","CORACIIFORMES","MEROPIDAE","Meropogon","Not a Migrant","Least Concern","Decreasing",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,0,0,0,1,2,2,0
"9237","Merops albicollis","CORACIIFORMES","MEROPIDAE","Merops","Full Migrant","Least Concern","Stable",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0,0,0,1,1,1,0,0,3,2,1
"9238","Merops americanus","CORACIIFORMES","MEROPIDAE","Merops","Not a Migrant","Least Concern","Stable",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,0,0,0,0,0,0,1,2,2,0
"9239","Merops apiaster","CORACIIFORMES","MEROPIDAE","Merops","Full Migrant","Least Concern","Stable",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,0,0,1,1,1,1,1,3,2,1
"9240","Merops boehmi","CORACIIFORMES","MEROPIDAE","Merops","Not a Migrant","Least Concern","Stable",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,1,1,1,0,0,2,2,0
"9241","Merops breweri","CORACIIFORMES","MEROPIDAE","Merops","Not a Migrant","Least Concern","Decreasing",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,1,1,1,0,0,2,2,0
"9242","Merops bullockoides","CORACIIFORMES","MEROPIDAE","Merops","Not a Migrant","Least Concern","Increasing",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,0,0,1,1,1,0,0,2,2,0
"9243","Merops bulocki","CORACIIFORMES","MEROPIDAE","Merops","Not a Migrant","Least Concern","Stable",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,0,0,1,1,1,0,0,2,2,0
"9244","Merops cyanophrys","CORACIIFORMES","MEROPIDAE","Merops","Not a Migrant","Least Concern","Increasing",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,0,0,0,1,1,1,0,3,3,0
"9245","Merops gularis","CORACIIFORMES","MEROPIDAE","Merops","Not a Migrant","Least Concern","Stable",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,1,1,1,0,0,2,2,0
"9246","Merops hirundineus","CORACIIFORMES","MEROPIDAE","Merops","Nomadic","Least Concern","Stable",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,1,1,1,0,0,2,2,0
"9247","Merops lafresnayii","CORACIIFORMES","MEROPIDAE","Merops","Not a Migrant","Least Concern","Stable",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0,1,1,0,0,2,2,0
"9248","Merops leschenaulti","CORACIIFORMES","MEROPIDAE","Merops","Full Migrant","Least Concern","Increasing",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,0,0,0,1,1,2,2,1
"9249","Merops malimbicus","CORACIIFORMES","MEROPIDAE","Merops","Full Migrant","Least Concern","Unknown",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,1,1,1,0,0,2,2,1
"9250","Merops mentalis","CORACIIFORMES","MEROPIDAE","Merops","Not a Migrant","Near Threatened","Decreasing",1,1,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,1,0,0,2,2,0
"9251","Merops muelleri","CORACIIFORMES","MEROPIDAE","Merops","Not a Migrant","Least Concern","Decreasing",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,1,1,1,0,0,2,2,0
"9252","Merops nubicoides","CORACIIFORMES","MEROPIDAE","Merops","Full Migrant","Least Concern","Decreasing",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,0,0,1,1,1,0,0,2,2,1
"9253","Merops nubicus","CORACIIFORMES","MEROPIDAE","Merops","Full Migrant","Least Concern","Decreasing",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,0,0,1,1,1,0,0,3,2,1
"9254","Merops oreobates","CORACIIFORMES","MEROPIDAE","Merops","Not a Migrant","Least Concern","Unknown",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0,1,1,0,0,2,2,0
"9255","Merops orientalis","CORACIIFORMES","MEROPIDAE","Merops","Full Migrant","Least Concern","Increasing",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,0,0,0,0,1,1,1,3,3,1
"9256","Merops ornatus","CORACIIFORMES","MEROPIDAE","Merops","Full Migrant","Least Concern","Stable",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,0,0,0,0,1,2,2,1
"9257","Merops persicus","CORACIIFORMES","MEROPIDAE","Merops","Full Migrant","Least Concern","Stable",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0,0,0,1,1,1,1,0,3,3,1
"9258","Merops philippinus","CORACIIFORMES","MEROPIDAE","Merops","Full Migrant","Least Concern","Stable",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0,0,1,1,1,3,2,1
"9259","Merops pusillus","CORACIIFORMES","MEROPIDAE","Merops","Not a Migrant","Least Concern","Decreasing",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0,0,0,1,1,1,0,0,2,2,0
"9260","Merops revoilii","CORACIIFORMES","MEROPIDAE","Merops","Not a Migrant","Least Concern","Increasing",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,0,0,0,1,1,0,0,2,2,0
"9261","Merops superciliosus","CORACIIFORMES","MEROPIDAE","Merops","Full Migrant","Least Concern","Stable",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,0,0,0,1,1,1,0,0,2,2,1
"9262","Merops variegatus","CORACIIFORMES","MEROPIDAE","Merops","Not a Migrant","Least Concern","Stable",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,1,1,1,0,0,2,2,0
"9263","Merops viridis","CORACIIFORMES","MEROPIDAE","Merops","Full Migrant","Least Concern","Stable",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,0,0,0,0,0,0,1,3,2,1
"9264","Merops viridissimus","CORACIIFORMES","MEROPIDAE","Merops","Not a Migrant","Least Concern","Increasing",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,0,0,1,1,1,0,0,3,3,0
"9265","Mesembrinibis cayennensis","PELECANIFORMES","THRESKIORNITHIDAE","Mesembrinibis","Not a Migrant","Least Concern","Decreasing",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,0,0,0,0,0,2,2,0
"9266","Mesitornis unicolor","MESITORNITHIFORMES","MESITORNITHIDAE","Mesitornis","Altitudinal Migrant","Vulnerable","Decreasing",1,1,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,2,2,0
"9267","Mesitornis variegatus","MESITORNITHIFORMES","MESITORNITHIDAE","Mesitornis","Not a Migrant","Vulnerable","Decreasing",1,1,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,2,2,0
