"","scientificName","orderName","familyName","genusName","Movement","redlistCategory","populationTrend","decline","threatend","habitatNotes","breedArtif","breedCoast","breedDesert","breedForest","breedGrass","breedInter","breedNerit","breedRock","breedSavan","breedShrub","breedUbiqu","breedUnkno","breedWetla","nonbArtif","nonbCoast","nonbDesert","nonbForest","nonbGrass","nonbInter","nonbNerit","nonbRock","nonbSavan","nonbShrub","nonbUbiqu","nonbUnkno","nonbWetla","HabNum","Pac_Americas","Cen_Americas","Atl_Americas","Eas_Atlantic","Black_Sea","Eas_Africa","Cen_Asia","Eas_Asia","Breed_Hemisphere","Nonbreed_Hemisphere","migratory"
"825","Carpodacus rodopeplus","PASSERIFORMES","FRINGILLIDAE","Carpodacus","Altitudinal Migrant","Least Concern","Stable",0,0,NA,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,1,3,3,0
"826","Carpodacus roseus","PASSERIFORMES","FRINGILLIDAE","Carpodacus","Full Migrant","Least Concern","Stable",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0,1,1,1,1,1,3,1
"827","Carpodacus rubicilla","PASSERIFORMES","FRINGILLIDAE","Carpodacus","Altitudinal Migrant","Least Concern","Stable",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,0,1,1,1,1,3,3,0
"828","Carpodacus rubicilloides","PASSERIFORMES","FRINGILLIDAE","Carpodacus","Altitudinal Migrant","Least Concern","Stable",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,0,0,0,1,1,3,3,0
"829","Carpodacus sibiricus","PASSERIFORMES","FRINGILLIDAE","Carpodacus","Full Migrant","Least Concern","Stable",0,0,NA,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,0,0,0,0,1,1,1,1,3,3,1
"830","Carpodacus sillemi","PASSERIFORMES","FRINGILLIDAE","Carpodacus","Not a Migrant","Data Deficient","Stable",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,1,1,1,1,0
"831","Carpodacus sipahi","PASSERIFORMES","FRINGILLIDAE","Carpodacus","Altitudinal Migrant","Least Concern","Stable",0,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,3,3,0
"832","Carpodacus stoliczkae","PASSERIFORMES","FRINGILLIDAE","Carpodacus","Not a Migrant","Least Concern","Stable",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0,0,1,1,1,1,1,0
"833","Carpodacus subhimachalus","PASSERIFORMES","FRINGILLIDAE","Carpodacus","Altitudinal Migrant","Least Concern","Stable",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,0,0,1,1,3,3,0
"834","Carpodacus synoicus","PASSERIFORMES","FRINGILLIDAE","Carpodacus","Not a Migrant","Least Concern","Stable",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0,1,1,0,0,1,1,0
"835","Carpodacus thura","PASSERIFORMES","FRINGILLIDAE","Carpodacus","Altitudinal Migrant","Least Concern","Stable",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,0,1,1,1,3,3,0
"836","Carpodacus trifasciatus","PASSERIFORMES","FRINGILLIDAE","Carpodacus","Altitudinal Migrant","Least Concern","Stable",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0,0,0,1,1,3,3,0
"837","Carpodacus verreauxii","PASSERIFORMES","FRINGILLIDAE","Carpodacus","Altitudinal Migrant","Least Concern","Stable",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,0,0,1,1,3,3,0
"838","Carpodacus vinaceus","PASSERIFORMES","FRINGILLIDAE","Carpodacus","Altitudinal Migrant","Least Concern","Stable",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,1,1,3,3,0
"839","Carpodacus waltoni","PASSERIFORMES","FRINGILLIDAE","Carpodacus","Altitudinal Migrant","Least Concern","Stable",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,0,0,1,1,1,3,0
"840","Carpodectes antoniae","PASSERIFORMES","COTINGIDAE","Carpodectes","Not a Migrant","Endangered","Decreasing",1,1,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,2,2,0
"841","Carpodectes hopkei","PASSERIFORMES","COTINGIDAE","Carpodectes","Not a Migrant","Least Concern","Decreasing",1,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,2,2,0
"842","Carpodectes nitidus","PASSERIFORMES","COTINGIDAE","Carpodectes","Not a Migrant","Least Concern","Decreasing",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,0,0,0,0,0,2,2,0
"843","Carpornis cucullata","PASSERIFORMES","COTINGIDAE","Carpornis","Not a Migrant","Near Threatened","Decreasing",1,1,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,2,0
"844","Carpornis melanocephala","PASSERIFORMES","COTINGIDAE","Carpornis","Not a Migrant","Vulnerable","Decreasing",1,1,NA,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,2,2,0
"845","Carpospiza brachydactyla","PASSERIFORMES","PASSERIDAE","Carpospiza","Full Migrant","Least Concern","Stable",0,0,NA,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,0,0,0,0,1,1,1,0,3,3,1
"846","Carterornis castus","PASSERIFORMES","MONARCHIDAE","Carterornis","Not a Migrant","Least Concern","Stable",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,0,0,0,1,2,2,0
"847","Carterornis chrysomela","PASSERIFORMES","MONARCHIDAE","Carterornis","Not a Migrant","Least Concern","Stable",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,0,0,0,1,2,2,0
"848","Carterornis leucotis","PASSERIFORMES","MONARCHIDAE","Carterornis","Not a Migrant","Least Concern","Stable",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,0,0,0,1,2,2,0
"849","Carterornis pileatus","PASSERIFORMES","MONARCHIDAE","Carterornis","Not a Migrant","Least Concern","Stable",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,0,0,0,1,2,2,0
"850","Caryothraustes canadensis","PASSERIFORMES","CARDINALIDAE","Caryothraustes","Not a Migrant","Least Concern","Decreasing",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,0,0,0,0,0,2,2,0
"851","Caryothraustes celaeno","PASSERIFORMES","CARDINALIDAE","Caryothraustes","Full Migrant","Least Concern","Unknown",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1,0,0,0,0,0,3,3,1
"852","Caryothraustes erythromelas","PASSERIFORMES","CARDINALIDAE","Caryothraustes","Not a Migrant","Near Threatened","Unknown",1,1,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,2,2,0
"853","Caryothraustes poliogaster","PASSERIFORMES","CARDINALIDAE","Caryothraustes","Not a Migrant","Least Concern","Unknown",1,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,2,2,0
"854","Casiornis fuscus","PASSERIFORMES","TYRANNIDAE","Casiornis","Not a Migrant","Least Concern","Decreasing",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,1,1,0,0,0,0,0,2,2,0
"855","Casiornis rufus","PASSERIFORMES","TYRANNIDAE","Casiornis","Full Migrant","Least Concern","Decreasing",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,1,1,0,0,0,0,0,2,2,1
"856","Cassiculus melanicterus","PASSERIFORMES","ICTERIDAE","Cassiculus","Not a Migrant","Least Concern","Stable",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1,0,0,0,0,0,3,3,0
"857","Castanozoster thoracicus","PASSERIFORMES","THRAUPIDAE","Castanozoster","Full Migrant","Least Concern","Decreasing",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,1,0,0,0,0,0,2,2,1
"858","Catamblyrhynchus diadema","PASSERIFORMES","THRAUPIDAE","Catamblyrhynchus","Not a Migrant","Least Concern","Decreasing",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,0,0,0,0,0,2,2,0
"859","Catamenia analis","PASSERIFORMES","THRAUPIDAE","Catamenia","Full Migrant","Least Concern","Increasing",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1,0,0,0,0,0,2,2,1
"860","Catamenia homochroa","PASSERIFORMES","THRAUPIDAE","Catamenia","Not a Migrant","Least Concern","Stable",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1,0,0,0,0,0,2,2,0
"861","Catamenia inornata","PASSERIFORMES","THRAUPIDAE","Catamenia","Altitudinal Migrant","Least Concern","Increasing",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,1,1,0,0,0,0,0,2,2,0
"862","Cataponera turdoides","PASSERIFORMES","TURDIDAE","Cataponera","Not a Migrant","Least Concern","Decreasing",1,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,2,0
"863","Catharopeza bishopi","PASSERIFORMES","PARULIDAE","Catharopeza","Not a Migrant","Endangered","Decreasing",1,1,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,2,0
"864","Catharus aurantiirostris","PASSERIFORMES","TURDIDAE","Catharus","Altitudinal Migrant","Least Concern","Unknown",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,1,1,0,0,0,0,0,3,3,0
"865","Catharus bicknelli","PASSERIFORMES","TURDIDAE","Catharus","Full Migrant","Vulnerable","Decreasing",1,1,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,1,2,1
"866","Catharus dryas","PASSERIFORMES","TURDIDAE","Catharus","Not a Migrant","Least Concern","Decreasing",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,0,0,0,0,0,2,2,0
"867","Catharus frantzii","PASSERIFORMES","TURDIDAE","Catharus","Not a Migrant","Least Concern","Unknown",1,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,1,1,1,0,0,0,0,0,3,3,0
"868","Catharus fuscater","PASSERIFORMES","TURDIDAE","Catharus","Not a Migrant","Least Concern","Decreasing",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,0,0,0,0,0,2,2,0
"869","Catharus fuscescens","PASSERIFORMES","TURDIDAE","Catharus","Full Migrant","Least Concern","Decreasing",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,0,0,0,0,0,1,2,1
"870","Catharus gracilirostris","PASSERIFORMES","TURDIDAE","Catharus","Not a Migrant","Least Concern","Stable",0,0,NA,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,1,1,1,0,0,0,0,0,2,2,0
"871","Catharus guttatus","PASSERIFORMES","TURDIDAE","Catharus","Full Migrant","Least Concern","Increasing",0,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,1,3,1
"872","Catharus maculatus","PASSERIFORMES","TURDIDAE","Catharus","Not a Migrant","Least Concern","Stable",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,0,0,0,0,0,2,2,0
"873","Catharus mexicanus","PASSERIFORMES","TURDIDAE","Catharus","Altitudinal Migrant","Least Concern","Decreasing",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,0,0,0,0,0,3,3,0
"874","Catharus minimus","PASSERIFORMES","TURDIDAE","Catharus","Full Migrant","Least Concern","Unknown",1,0,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,1,0,1,1,2,1
"875","Catharus occidentalis","PASSERIFORMES","TURDIDAE","Catharus","Not a Migrant","Least Concern","Decreasing",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,0,0,0,0,0,3,3,0
"876","Catharus swainsoni","PASSERIFORMES","TURDIDAE","Catharus","Full Migrant","Least Concern","Unknown",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,1,1,0,0,1,0,1,1,2,1
"877","Catharus ustulatus","PASSERIFORMES","TURDIDAE","Catharus","Full Migrant","Least Concern","Unknown",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,1,1,0,0,1,0,1,1,3,1
"878","Catherpes mexicanus","PASSERIFORMES","TROGLODYTIDAE","Catherpes","Not a Migrant","Least Concern","Decreasing",1,0,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,1,1,0,0,0,0,0,3,3,0
"879","Ceblepyris caesius","PASSERIFORMES","CAMPEPHAGIDAE","Ceblepyris","Not a Migrant","Least Concern","Stable",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,1,1,1,0,0,2,2,0
"880","Ceblepyris cinereus","PASSERIFORMES","CAMPEPHAGIDAE","Ceblepyris","Not a Migrant","Least Concern","Decreasing",1,0,NA,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,0,0,0,0,1,1,0,0,2,2,0
"881","Ceblepyris cucullatus","PASSERIFORMES","CAMPEPHAGIDAE","Ceblepyris","Not a Migrant","Vulnerable","Decreasing",1,1,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,2,2,0
"882","Ceblepyris graueri","PASSERIFORMES","CAMPEPHAGIDAE","Ceblepyris","Not a Migrant","Near Threatened","Decreasing",1,1,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,2,2,0
"883","Ceblepyris pectoralis","PASSERIFORMES","CAMPEPHAGIDAE","Ceblepyris","Not a Migrant","Least Concern","Decreasing",1,0,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,1,1,0,0,2,2,0
"884","Cecropis abyssinica","PASSERIFORMES","HIRUNDINIDAE","Cecropis","Full Migrant","Least Concern","Increasing",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0,0,0,1,1,1,0,0,2,2,1
"885","Cecropis cucullata","PASSERIFORMES","HIRUNDINIDAE","Cecropis","Full Migrant","Least Concern","Increasing",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,0,0,1,1,1,0,0,2,2,1
"886","Cecropis daurica","PASSERIFORMES","HIRUNDINIDAE","Cecropis","Full Migrant","Least Concern","Stable",0,0,NA,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,1,1,1,1,1,3,3,1
"887","Cecropis hyperythra","PASSERIFORMES","HIRUNDINIDAE","Cecropis","Full Migrant","Least Concern","Stable",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,0,0,0,0,0,1,1,2,2,1
"888","Cecropis semirufa","PASSERIFORMES","HIRUNDINIDAE","Cecropis","Full Migrant","Least Concern","Increasing",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,0,0,1,1,1,0,0,2,2,1
"889","Cecropis senegalensis","PASSERIFORMES","HIRUNDINIDAE","Cecropis","Full Migrant","Least Concern","Increasing",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,0,0,1,1,1,0,0,2,2,1
"890","Celebesica abbotti","PASSERIFORMES","CAMPEPHAGIDAE","Celebesica","Not a Migrant","Least Concern","Decreasing",1,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,2,0
"891","Cephalopterus glabricollis","PASSERIFORMES","COTINGIDAE","Cephalopterus","Altitudinal Migrant","Endangered","Decreasing",1,1,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,2,2,0
"892","Cephalopterus ornatus","PASSERIFORMES","COTINGIDAE","Cephalopterus","Not a Migrant","Least Concern","Decreasing",1,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,2,2,0
"893","Cephalopterus penduliger","PASSERIFORMES","COTINGIDAE","Cephalopterus","Not a Migrant","Vulnerable","Decreasing",1,1,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,2,2,0
"894","Cephalopyrus flammiceps","PASSERIFORMES","PARIDAE","Cephalopyrus","Full Migrant","Least Concern","Unknown",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0,0,1,1,1,3,2,1
"895","Ceratopipra chloromeros","PASSERIFORMES","PIPRIDAE","Ceratopipra","Not a Migrant","Least Concern","Decreasing",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,0,0,0,0,2,2,0
"896","Ceratopipra cornuta","PASSERIFORMES","PIPRIDAE","Ceratopipra","Not a Migrant","Least Concern","Stable",0,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,2,2,0
"897","Ceratopipra erythrocephala","PASSERIFORMES","PIPRIDAE","Ceratopipra","Not a Migrant","Least Concern","Stable",0,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,2,2,0
"898","Ceratopipra mentalis","PASSERIFORMES","PIPRIDAE","Ceratopipra","Not a Migrant","Least Concern","Decreasing",1,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,2,2,0
"899","Ceratopipra rubrocapilla","PASSERIFORMES","PIPRIDAE","Ceratopipra","Not a Migrant","Least Concern","Decreasing",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,0,0,0,0,0,2,2,0
"900","Cercomacra brasiliana","PASSERIFORMES","THAMNOPHILIDAE","Cercomacra","Not a Migrant","Near Threatened","Decreasing",1,1,NA,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,2,2,0
"901","Cercomacra carbonaria","PASSERIFORMES","THAMNOPHILIDAE","Cercomacra","Not a Migrant","Critically Endangered","Decreasing",1,1,NA,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,4,0,1,1,0,0,0,0,0,2,2,0
"902","Cercomacra cinerascens","PASSERIFORMES","THAMNOPHILIDAE","Cercomacra","Not a Migrant","Least Concern","Decreasing",1,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,2,2,0
"903","Cercomacra ferdinandi","PASSERIFORMES","THAMNOPHILIDAE","Cercomacra","Not a Migrant","Vulnerable","Decreasing",1,1,NA,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,3,0,1,1,0,0,0,0,0,2,2,0
"904","Cercomacra manu","PASSERIFORMES","THAMNOPHILIDAE","Cercomacra","Not a Migrant","Least Concern","Decreasing",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1,0,0,0,0,0,2,2,0
"905","Cercomacra melanaria","PASSERIFORMES","THAMNOPHILIDAE","Cercomacra","Not a Migrant","Least Concern","Decreasing",1,0,NA,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,1,1,1,0,0,0,0,0,2,2,0
"906","Cercomacra nigricans","PASSERIFORMES","THAMNOPHILIDAE","Cercomacra","Not a Migrant","Least Concern","Stable",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1,0,0,0,0,0,2,2,0
"907","Cercomacroides fuscicauda","PASSERIFORMES","THAMNOPHILIDAE","Cercomacroides","Not a Migrant","Least Concern","Decreasing",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,1,0,0,0,0,0,0,2,2,0
"908","Cercomacroides laeta","PASSERIFORMES","THAMNOPHILIDAE","Cercomacroides","Not a Migrant","Least Concern","Stable",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,1,1,0,0,0,0,0,2,2,0
"909","Cercomacroides nigrescens","PASSERIFORMES","THAMNOPHILIDAE","Cercomacroides","Not a Migrant","Least Concern","Decreasing",1,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1,1,1,0,0,0,0,0,2,2,0
"910","Cercomacroides parkeri","PASSERIFORMES","THAMNOPHILIDAE","Cercomacroides","Not a Migrant","Least Concern","Decreasing",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1,0,0,0,0,0,2,2,0
